date; time,air temperature,water temperature,level tank,level 1,level 2,humidity,pH voltage,pH,tds
02/11/2022; 19:39:52,21.0,20.81,257.0,260.0,142.0,15.0,1.98,7.25,460.54
02/11/2022; 19:39:59,21.0,20.81,257.0,259.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:40:05,21.0,20.81,257.0,259.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:40:11,21.0,20.81,257.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:40:17,21.0,20.87,258.0,260.0,137.0,16.0,1.98,7.25,459.84
02/11/2022; 19:40:23,21.0,20.81,258.0,260.0,138.0,15.0,1.98,7.25,460.54
02/11/2022; 19:40:29,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:40:36,21.0,20.87,257.0,259.0,140.0,16.0,1.98,7.25,459.84
02/11/2022; 19:40:42,21.0,20.81,257.0,259.0,135.0,15.0,1.98,7.25,460.54
02/11/2022; 19:40:48,21.0,20.87,256.0,259.0,138.0,16.0,1.98,7.25,459.84
02/11/2022; 19:40:54,21.0,20.87,257.0,259.0,142.0,16.0,1.98,7.25,459.84
02/11/2022; 19:41:00,21.0,20.81,257.0,259.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:41:06,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:41:13,21.0,20.81,257.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:41:19,21.0,20.81,257.0,258.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:41:25,21.0,20.81,257.0,259.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:41:31,21.0,20.81,257.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:41:37,21.0,20.81,257.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:41:43,21.0,20.81,257.0,260.0,139.0,15.0,1.98,7.25,460.54
02/11/2022; 19:41:49,21.0,20.81,258.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:41:56,21.0,20.81,258.0,260.0,136.0,15.0,1.98,7.25,460.54
02/11/2022; 19:42:02,21.0,20.81,257.0,260.0,128.0,16.0,1.98,7.25,460.54
02/11/2022; 19:42:08,21.0,20.81,257.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:42:14,21.0,20.81,258.0,261.0,134.0,16.0,1.98,7.25,460.54
02/11/2022; 19:42:20,21.0,20.81,257.0,259.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:42:26,21.0,20.87,257.0,259.0,143.0,16.0,1.98,7.25,459.84
02/11/2022; 19:42:33,21.0,20.81,257.0,259.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:42:39,21.0,20.81,257.0,260.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 19:42:45,21.0,20.81,257.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:42:51,21.0,20.81,257.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:42:57,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:43:03,21.0,20.81,257.0,259.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:43:10,21.0,20.81,258.0,260.0,140.0,15.0,1.98,7.25,460.54
02/11/2022; 19:43:16,21.0,20.81,257.0,259.0,144.0,16.0,1.98,7.25,460.54
02/11/2022; 19:43:22,21.0,20.81,257.0,259.0,106.0,16.0,1.98,7.25,460.54
02/11/2022; 19:43:28,21.0,20.81,257.0,259.0,133.0,16.0,1.98,7.25,460.54
02/11/2022; 19:43:34,21.0,20.81,257.0,259.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:43:41,21.0,20.81,257.0,259.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:43:47,21.0,20.81,257.0,260.0,141.0,15.0,1.98,7.25,460.54
02/11/2022; 19:43:53,21.0,20.81,257.0,259.0,142.0,15.0,1.98,7.25,460.54
02/11/2022; 19:43:59,21.0,20.81,258.0,260.0,141.0,15.0,1.98,7.25,460.54
02/11/2022; 19:44:05,21.0,20.81,257.0,259.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:44:11,21.0,20.81,257.0,259.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:44:17,21.0,20.81,257.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:44:24,21.0,20.81,257.0,259.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:44:30,21.0,20.81,257.0,259.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 19:44:36,21.0,20.81,257.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:44:42,21.0,20.81,257.0,259.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:44:48,21.0,20.81,257.0,259.0,132.0,16.0,1.98,7.25,460.54
02/11/2022; 19:44:54,21.0,20.81,258.0,260.0,138.0,15.0,1.98,7.25,460.54
02/11/2022; 19:45:00,21.1,20.81,258.0,261.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:45:07,21.0,20.81,256.0,259.0,141.0,15.0,1.98,7.25,460.54
02/11/2022; 19:45:13,21.0,20.81,257.0,259.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:45:19,21.1,20.81,256.0,259.0,140.0,15.0,1.98,7.25,460.54
02/11/2022; 19:45:25,21.0,20.81,256.0,259.0,133.0,16.0,1.98,7.25,460.54
02/11/2022; 19:45:31,21.0,20.81,257.0,259.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:45:37,21.0,20.81,257.0,259.0,131.0,16.0,1.98,7.25,460.54
02/11/2022; 19:45:44,21.0,20.81,256.0,259.0,132.0,15.0,1.98,7.25,460.54
02/11/2022; 19:45:50,21.0,20.87,258.0,260.0,114.0,16.0,1.98,7.25,459.84
02/11/2022; 19:45:56,21.0,20.81,257.0,259.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:46:02,21.0,20.81,257.0,260.0,140.0,15.0,1.98,7.25,460.54
02/11/2022; 19:46:08,21.0,20.87,257.0,259.0,141.0,15.0,1.98,7.25,459.84
02/11/2022; 19:46:14,21.0,20.81,257.0,259.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:46:21,21.0,20.81,256.0,259.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:46:27,21.0,20.81,257.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:46:33,21.0,20.87,257.0,259.0,141.0,16.0,1.98,7.25,459.84
02/11/2022; 19:46:39,21.0,20.87,257.0,260.0,142.0,16.0,1.98,7.25,459.84
02/11/2022; 19:46:45,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:46:51,21.0,20.81,258.0,259.0,142.0,15.0,1.98,7.25,460.54
02/11/2022; 19:46:58,21.0,20.87,257.0,260.0,138.0,16.0,1.98,7.25,459.84
02/11/2022; 19:47:04,21.0,20.87,257.0,259.0,136.0,15.0,1.98,7.25,459.84
02/11/2022; 19:47:10,21.0,20.81,258.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:47:16,21.0,20.87,258.0,260.0,137.0,15.0,1.98,7.25,459.84
02/11/2022; 19:47:22,21.0,20.87,257.0,259.0,138.0,16.0,1.98,7.25,459.84
02/11/2022; 19:47:28,21.0,20.87,258.0,260.0,139.0,15.0,1.98,7.25,459.84
02/11/2022; 19:47:34,21.0,20.87,257.0,259.0,139.0,16.0,1.98,7.25,459.84
02/11/2022; 19:47:41,21.0,20.87,257.0,259.0,131.0,15.0,1.98,7.25,459.84
02/11/2022; 19:47:47,21.0,20.87,257.0,259.0,135.0,16.0,1.98,7.25,459.84
02/11/2022; 19:47:53,21.0,20.87,258.0,260.0,133.0,16.0,1.98,7.25,459.84
02/11/2022; 19:47:59,21.0,20.87,258.0,260.0,137.0,16.0,1.98,7.25,459.84
02/11/2022; 19:48:05,21.0,20.87,257.0,260.0,141.0,16.0,1.98,7.25,459.84
02/11/2022; 19:48:12,21.1,20.87,257.0,259.0,137.0,16.0,1.98,7.25,459.84
02/11/2022; 19:48:18,21.0,20.81,257.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:48:24,21.0,20.87,258.0,260.0,141.0,15.0,1.98,7.25,459.84
02/11/2022; 19:48:30,21.0,20.81,257.0,259.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:48:36,21.0,20.81,257.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:48:42,21.0,20.87,257.0,259.0,142.0,16.0,1.98,7.25,459.84
02/11/2022; 19:48:49,21.0,20.87,257.0,260.0,142.0,16.0,1.98,7.25,459.84
02/11/2022; 19:48:55,21.0,20.87,258.0,260.0,142.0,15.0,1.98,7.25,459.84
02/11/2022; 19:49:01,21.0,20.81,257.0,260.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 19:49:07,21.0,20.87,257.0,260.0,146.0,16.0,1.98,7.25,459.84
02/11/2022; 19:49:13,21.0,20.87,257.0,260.0,138.0,16.0,1.98,7.25,459.84
02/11/2022; 19:49:19,21.0,20.87,256.0,259.0,136.0,15.0,1.98,7.25,459.84
02/11/2022; 19:49:25,21.0,20.87,257.0,259.0,139.0,15.0,1.98,7.25,459.84
02/11/2022; 19:49:32,21.0,20.87,257.0,260.0,140.0,15.0,1.98,7.25,459.84
02/11/2022; 19:49:38,21.0,20.81,258.0,260.0,137.0,15.0,1.98,7.25,460.54
02/11/2022; 19:49:44,21.0,20.87,257.0,259.0,139.0,16.0,1.98,7.25,459.84
02/11/2022; 19:49:50,21.0,20.81,258.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:49:56,21.0,20.87,258.0,260.0,132.0,16.0,1.98,7.25,459.84
02/11/2022; 19:50:02,21.0,20.87,257.0,259.0,137.0,15.0,1.98,7.25,459.84
02/11/2022; 19:50:09,21.0,20.81,258.0,261.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:50:15,21.0,20.81,257.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:50:21,21.0,20.87,256.0,259.0,134.0,16.0,1.98,7.25,459.84
02/11/2022; 19:50:27,21.0,20.87,257.0,260.0,135.0,16.0,1.98,7.25,459.84
02/11/2022; 19:50:33,21.0,20.87,257.0,259.0,139.0,16.0,1.98,7.25,459.84
02/11/2022; 19:50:39,21.0,20.87,258.0,260.0,128.0,15.0,1.98,7.25,459.84
02/11/2022; 19:50:46,21.0,20.87,258.0,260.0,140.0,16.0,1.98,7.25,459.84
02/11/2022; 19:50:52,21.0,20.87,257.0,259.0,138.0,15.0,1.98,7.25,459.84
02/11/2022; 19:50:58,21.0,20.87,258.0,260.0,142.0,15.0,1.98,7.25,459.84
02/11/2022; 19:51:04,21.0,20.87,257.0,259.0,137.0,15.0,1.98,7.25,459.84
02/11/2022; 19:51:10,21.0,20.87,257.0,260.0,133.0,15.0,1.98,7.25,459.84
02/11/2022; 19:51:16,21.0,20.87,256.0,259.0,142.0,15.0,1.98,7.25,459.84
02/11/2022; 19:51:23,21.0,20.87,256.0,259.0,141.0,16.0,1.98,7.25,459.84
02/11/2022; 19:51:29,21.0,20.87,257.0,260.0,139.0,16.0,1.98,7.25,459.84
02/11/2022; 19:51:35,21.0,20.87,256.0,259.0,141.0,16.0,1.98,7.25,459.84
02/11/2022; 19:51:41,21.0,20.87,257.0,260.0,141.0,16.0,1.98,7.25,459.84
02/11/2022; 19:51:47,21.0,20.87,257.0,260.0,142.0,16.0,1.98,7.25,459.84
02/11/2022; 19:51:53,21.1,20.87,257.0,259.0,142.0,15.0,1.98,7.25,459.84
02/11/2022; 19:51:59,21.1,20.81,257.0,259.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 19:52:06,21.1,20.87,258.0,259.0,143.0,16.0,1.98,7.25,459.84
02/11/2022; 19:52:12,21.0,20.87,258.0,260.0,144.0,16.0,1.98,7.25,459.84
02/11/2022; 19:52:18,21.1,20.87,258.0,260.0,140.0,16.0,1.98,7.25,459.84
02/11/2022; 19:52:24,21.0,20.87,257.0,259.0,137.0,16.0,1.98,7.25,459.84
02/11/2022; 19:52:30,21.0,20.81,258.0,256.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:52:36,21.0,20.87,257.0,259.0,141.0,16.0,1.98,7.25,459.84
02/11/2022; 19:52:43,21.0,20.87,258.0,260.0,142.0,15.0,1.98,7.25,459.84
02/11/2022; 19:52:49,21.1,20.87,258.0,260.0,136.0,16.0,1.98,7.25,459.84
02/11/2022; 19:52:55,21.0,20.87,258.0,261.0,141.0,15.0,1.98,7.25,459.84
02/11/2022; 19:53:01,21.0,20.87,256.0,259.0,135.0,15.0,1.98,7.25,459.84
02/11/2022; 19:53:07,21.0,20.87,257.0,259.0,139.0,16.0,1.98,7.25,459.84
02/11/2022; 19:53:13,21.0,20.87,257.0,259.0,141.0,16.0,1.98,7.25,459.84
02/11/2022; 19:53:20,21.0,20.81,258.0,260.0,142.0,15.0,1.98,7.25,460.54
02/11/2022; 19:53:26,21.0,20.87,258.0,260.0,137.0,16.0,1.98,7.25,459.84
02/11/2022; 19:53:32,21.0,20.87,257.0,260.0,138.0,15.0,1.98,7.25,459.84
02/11/2022; 19:53:38,21.1,20.87,257.0,259.0,141.0,16.0,1.98,7.25,459.84
02/11/2022; 19:53:44,21.1,20.81,257.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:53:50,21.1,20.87,257.0,260.0,139.0,16.0,1.98,7.25,459.84
02/11/2022; 19:53:56,21.1,20.81,257.0,261.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:54:03,21.1,20.87,257.0,259.0,141.0,16.0,1.98,7.25,459.84
02/11/2022; 19:54:09,21.1,20.81,257.0,259.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:54:15,21.1,20.87,257.0,260.0,144.0,16.0,1.98,7.25,459.84
02/11/2022; 19:54:21,21.1,20.81,257.0,259.0,132.0,15.0,1.98,7.25,460.54
02/11/2022; 19:54:27,21.1,20.81,257.0,259.0,135.0,16.0,1.98,7.25,460.54
02/11/2022; 19:54:33,21.0,20.87,257.0,259.0,138.0,16.0,1.98,7.25,459.84
02/11/2022; 19:54:40,21.0,20.87,257.0,259.0,139.0,16.0,1.98,7.25,459.84
02/11/2022; 19:54:46,21.0,20.81,257.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:54:52,21.0,20.81,257.0,259.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:54:58,21.0,20.87,258.0,260.0,135.0,16.0,1.98,7.25,459.84
02/11/2022; 19:55:04,21.0,20.81,257.0,259.0,134.0,16.0,1.98,7.25,460.54
02/11/2022; 19:55:10,21.0,20.81,257.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:55:17,21.0,20.87,257.0,259.0,139.0,16.0,1.98,7.25,459.84
02/11/2022; 19:55:23,21.0,20.81,256.0,259.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:55:29,21.0,20.87,256.0,259.0,141.0,15.0,1.98,7.25,459.84
02/11/2022; 19:55:35,21.0,20.81,257.0,259.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 19:55:41,21.0,20.87,258.0,260.0,138.0,16.0,1.98,7.25,459.84
02/11/2022; 19:55:47,21.0,20.81,257.0,259.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:55:54,21.1,20.87,256.0,259.0,139.0,16.0,1.98,7.25,459.84
02/11/2022; 19:56:00,21.1,20.81,257.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:56:06,21.1,20.87,257.0,259.0,144.0,16.0,1.98,7.25,459.84
02/11/2022; 19:56:12,21.1,20.87,257.0,259.0,132.0,16.0,1.98,7.25,459.84
02/11/2022; 19:56:18,21.1,20.87,258.0,260.0,140.0,16.0,1.98,7.25,459.84
02/11/2022; 19:56:24,21.1,20.87,256.0,259.0,139.0,16.0,1.98,7.25,459.84
02/11/2022; 19:56:30,21.0,20.87,258.0,259.0,141.0,16.0,1.98,7.25,459.84
02/11/2022; 19:56:37,21.1,20.87,257.0,260.0,141.0,16.0,1.98,7.25,459.84
02/11/2022; 19:56:43,21.0,20.81,257.0,259.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 19:56:49,21.0,20.81,257.0,259.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 19:56:55,21.0,20.87,257.0,259.0,140.0,16.0,1.98,7.25,459.84
02/11/2022; 19:57:01,21.1,20.87,257.0,259.0,143.0,16.0,1.98,7.25,459.84
02/11/2022; 19:57:08,21.0,20.87,256.0,259.0,140.0,16.0,1.98,7.25,459.84
02/11/2022; 19:57:14,21.1,20.87,258.0,260.0,140.0,16.0,1.98,7.25,459.84
02/11/2022; 19:57:20,21.0,20.87,258.0,260.0,140.0,16.0,1.98,7.25,459.84
02/11/2022; 19:57:26,21.0,20.87,256.0,260.0,138.0,16.0,1.98,7.25,459.84
02/11/2022; 19:57:32,21.0,20.87,257.0,260.0,133.0,16.0,1.98,7.24,459.84
02/11/2022; 19:57:38,21.0,20.87,257.0,260.0,138.0,16.0,1.98,7.24,459.84
02/11/2022; 19:57:44,21.0,20.87,257.0,260.0,136.0,16.0,1.98,7.24,459.84
02/11/2022; 19:57:51,21.1,20.87,258.0,260.0,138.0,16.0,1.98,7.24,459.84
02/11/2022; 19:57:57,21.0,20.87,256.0,258.0,141.0,16.0,1.98,7.24,459.84
02/11/2022; 19:58:03,21.0,20.87,257.0,259.0,140.0,15.0,1.98,7.24,459.84
02/11/2022; 19:58:09,21.0,20.87,257.0,260.0,135.0,16.0,1.98,7.24,459.84
02/11/2022; 19:58:15,21.0,20.87,258.0,260.0,138.0,16.0,1.98,7.24,459.84
02/11/2022; 19:58:21,21.0,20.87,256.0,259.0,138.0,16.0,1.98,7.24,459.84
02/11/2022; 19:58:28,21.0,20.81,258.0,261.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:58:34,21.0,20.87,257.0,259.0,138.0,16.0,1.98,7.24,459.84
02/11/2022; 19:58:40,21.0,20.87,258.0,260.0,139.0,16.0,1.98,7.24,459.84
02/11/2022; 19:58:46,21.0,20.87,257.0,260.0,138.0,15.0,1.98,7.24,459.84
02/11/2022; 19:58:52,21.0,20.87,257.0,260.0,141.0,16.0,1.98,7.24,459.84
02/11/2022; 19:58:59,21.0,20.87,257.0,259.0,143.0,15.0,1.98,7.24,459.84
02/11/2022; 19:59:05,21.0,20.87,257.0,259.0,138.0,15.0,1.98,7.24,459.84
02/11/2022; 19:59:11,21.0,20.87,257.0,259.0,135.0,16.0,1.98,7.24,459.84
02/11/2022; 19:59:17,21.0,20.87,256.0,259.0,138.0,15.0,1.98,7.24,459.84
02/11/2022; 19:59:23,21.0,20.87,257.0,259.0,140.0,15.0,1.98,7.24,459.84
02/11/2022; 19:59:29,21.0,20.87,257.0,260.0,141.0,15.0,1.97,7.24,459.84
02/11/2022; 19:59:35,21.0,20.87,257.0,260.0,134.0,16.0,1.97,7.24,459.84
02/11/2022; 19:59:41,21.0,20.87,257.0,259.0,136.0,16.0,1.97,7.24,459.84
02/11/2022; 19:59:48,21.0,20.87,258.0,261.0,139.0,16.0,1.97,7.24,459.84
02/11/2022; 19:59:54,21.0,20.87,257.0,259.0,140.0,16.0,1.98,7.24,459.84
02/11/2022; 20:00:00,21.0,20.87,258.0,260.0,143.0,15.0,1.98,7.24,459.84
02/11/2022; 20:00:06,21.0,20.87,257.0,260.0,137.0,16.0,1.98,7.24,459.84
02/11/2022; 20:00:12,21.0,20.87,257.0,260.0,135.0,15.0,1.98,7.24,459.84
02/11/2022; 20:00:18,21.0,20.87,257.0,260.0,138.0,15.0,1.98,7.24,459.84
02/11/2022; 20:00:25,21.0,20.87,257.0,260.0,134.0,16.0,1.98,7.24,459.84
02/11/2022; 20:00:31,21.0,20.87,257.0,258.0,137.0,16.0,1.98,7.24,459.84
02/11/2022; 20:00:37,21.0,20.87,256.0,259.0,127.0,16.0,1.98,7.24,459.84
02/11/2022; 20:00:43,21.0,20.87,257.0,259.0,134.0,16.0,1.98,7.24,459.84
02/11/2022; 20:00:49,21.0,20.87,257.0,260.0,139.0,15.0,1.98,7.24,459.84
02/11/2022; 20:00:55,21.0,20.87,256.0,258.0,140.0,16.0,1.98,7.24,459.84
02/11/2022; 20:01:02,21.0,20.87,258.0,260.0,137.0,15.0,1.98,7.24,459.84
02/11/2022; 20:01:08,21.0,20.87,257.0,259.0,143.0,16.0,1.98,7.24,459.84
02/11/2022; 20:01:14,21.0,20.87,257.0,260.0,132.0,16.0,1.98,7.24,459.84
02/11/2022; 20:01:20,21.0,20.87,258.0,260.0,142.0,16.0,1.98,7.24,459.84
02/11/2022; 20:01:26,21.0,20.87,258.0,260.0,141.0,16.0,1.98,7.24,459.84
02/11/2022; 20:01:33,21.0,20.87,257.0,259.0,137.0,15.0,1.98,7.24,459.84
02/11/2022; 20:01:39,21.0,20.87,257.0,259.0,137.0,16.0,1.98,7.24,459.84
02/11/2022; 20:01:45,21.0,20.87,257.0,259.0,101.0,16.0,1.98,7.24,459.84
02/11/2022; 20:01:51,21.0,20.87,258.0,260.0,139.0,15.0,1.98,7.24,459.84
02/11/2022; 20:01:57,21.0,20.87,256.0,259.0,142.0,15.0,1.98,7.24,459.84
02/11/2022; 20:02:03,21.0,20.87,257.0,260.0,141.0,16.0,1.98,7.24,459.84
02/11/2022; 20:02:09,21.0,20.81,256.0,260.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 20:02:16,21.0,20.87,257.0,259.0,137.0,15.0,1.98,7.24,459.84
02/11/2022; 20:02:22,21.0,20.87,257.0,259.0,135.0,16.0,1.98,7.24,459.84
02/11/2022; 20:02:28,21.0,20.87,258.0,260.0,137.0,15.0,1.98,7.24,459.84
02/11/2022; 20:02:34,21.0,20.87,257.0,259.0,142.0,15.0,1.98,7.24,459.84
02/11/2022; 20:02:40,21.0,20.87,257.0,260.0,141.0,15.0,1.98,7.25,459.84
02/11/2022; 20:02:46,21.0,20.87,257.0,259.0,140.0,16.0,1.98,7.25,459.84
02/11/2022; 20:02:52,21.0,20.87,256.0,259.0,144.0,16.0,1.98,7.25,459.84
02/11/2022; 20:02:59,21.1,20.87,257.0,260.0,146.0,16.0,1.98,7.24,459.84
02/11/2022; 20:03:05,21.0,20.87,257.0,259.0,141.0,15.0,1.98,7.24,459.84
02/11/2022; 20:03:11,21.0,20.87,256.0,258.0,139.0,16.0,1.98,7.24,459.84
02/11/2022; 20:03:17,21.0,20.87,257.0,260.0,139.0,15.0,1.98,7.24,459.84
02/11/2022; 20:03:23,21.0,20.87,258.0,260.0,136.0,15.0,1.98,7.24,459.84
02/11/2022; 20:03:29,21.0,20.87,256.0,259.0,143.0,15.0,1.98,7.24,459.84
02/11/2022; 20:03:36,21.0,20.87,256.0,259.0,138.0,16.0,1.98,7.24,459.84
02/11/2022; 20:03:42,21.0,20.87,257.0,260.0,140.0,16.0,1.98,7.24,459.84
02/11/2022; 20:03:48,21.0,20.87,257.0,259.0,136.0,16.0,1.98,7.24,459.84
02/11/2022; 20:03:54,21.0,20.87,257.0,260.0,136.0,16.0,1.98,7.24,459.84
02/11/2022; 20:04:00,21.0,20.87,257.0,259.0,135.0,16.0,1.98,7.24,459.84
02/11/2022; 20:04:07,21.0,20.87,257.0,259.0,128.0,15.0,1.98,7.24,459.84
02/11/2022; 20:04:13,21.0,20.87,258.0,260.0,142.0,15.0,1.98,7.24,459.84
02/11/2022; 20:04:19,21.0,20.87,258.0,260.0,141.0,16.0,1.98,7.24,459.84
02/11/2022; 20:04:25,21.0,20.87,257.0,259.0,137.0,15.0,1.98,7.24,459.84
02/11/2022; 20:04:31,21.0,20.87,257.0,259.0,135.0,16.0,1.98,7.24,459.84
02/11/2022; 20:04:37,21.0,20.87,257.0,260.0,132.0,16.0,1.98,7.24,459.84
02/11/2022; 20:04:43,21.0,20.87,256.0,259.0,139.0,15.0,1.98,7.24,459.84
02/11/2022; 20:04:50,21.0,20.87,256.0,259.0,144.0,16.0,1.98,7.24,459.84
02/11/2022; 20:04:56,21.0,20.87,257.0,260.0,143.0,16.0,1.98,7.24,459.84
02/11/2022; 20:05:02,21.0,20.87,257.0,260.0,127.0,16.0,1.98,7.24,459.84
02/11/2022; 20:05:08,21.0,20.87,257.0,258.0,135.0,15.0,1.98,7.24,459.84
02/11/2022; 20:05:14,21.0,20.87,257.0,260.0,133.0,15.0,1.98,7.24,459.84
02/11/2022; 20:05:20,21.0,20.87,257.0,259.0,137.0,16.0,1.98,7.24,459.84
02/11/2022; 20:05:27,21.0,20.87,258.0,260.0,136.0,16.0,1.98,7.24,459.84
02/11/2022; 20:05:33,21.0,20.87,257.0,260.0,143.0,15.0,1.98,7.24,459.84
02/11/2022; 20:05:39,21.0,20.87,258.0,259.0,141.0,16.0,1.98,7.24,459.84
02/11/2022; 20:05:45,21.0,20.87,257.0,259.0,135.0,16.0,1.97,7.24,459.84
02/11/2022; 20:05:51,21.0,20.87,257.0,260.0,136.0,16.0,1.98,7.24,459.84
02/11/2022; 20:05:57,21.0,20.87,258.0,260.0,130.0,16.0,1.98,7.24,459.84
02/11/2022; 20:06:04,21.0,20.87,257.0,259.0,129.0,15.0,1.98,7.24,459.84
02/11/2022; 20:06:10,21.0,20.87,256.0,259.0,135.0,16.0,1.98,7.24,459.84
02/11/2022; 20:06:16,21.0,20.87,256.0,259.0,139.0,16.0,1.98,7.24,459.84
02/11/2022; 20:06:22,21.0,20.87,257.0,259.0,139.0,16.0,1.98,7.24,459.84
02/11/2022; 20:06:28,21.0,20.87,257.0,260.0,134.0,16.0,1.98,7.24,459.84
02/11/2022; 20:06:34,21.0,20.87,257.0,260.0,135.0,15.0,1.98,7.24,459.84
02/11/2022; 20:06:41,21.0,20.87,257.0,260.0,132.0,16.0,1.98,7.24,459.84
02/11/2022; 20:06:47,21.0,20.87,257.0,259.0,133.0,15.0,1.98,7.24,459.84
02/11/2022; 20:06:53,21.0,20.87,258.0,260.0,137.0,16.0,1.98,7.24,459.84
02/11/2022; 20:06:59,21.0,20.87,257.0,260.0,138.0,16.0,1.98,7.24,459.84
02/11/2022; 20:07:05,21.0,20.87,257.0,260.0,134.0,16.0,1.98,7.24,459.84
02/11/2022; 20:07:11,21.0,20.87,257.0,259.0,137.0,16.0,1.98,7.24,459.84
02/11/2022; 20:07:17,21.0,20.87,258.0,260.0,139.0,16.0,1.98,7.24,459.84
02/11/2022; 20:07:24,21.1,20.87,257.0,259.0,138.0,15.0,1.98,7.24,459.84
02/11/2022; 20:07:30,21.0,20.87,257.0,260.0,134.0,16.0,1.98,7.24,459.84
02/11/2022; 20:07:36,21.0,20.87,257.0,259.0,137.0,15.0,1.98,7.24,459.84
02/11/2022; 20:07:42,21.1,20.87,257.0,259.0,135.0,16.0,1.98,7.25,459.84
02/11/2022; 20:07:48,21.0,20.87,257.0,259.0,133.0,16.0,1.98,7.25,459.84
02/11/2022; 20:07:54,21.0,20.87,257.0,259.0,129.0,16.0,1.98,7.25,459.84
02/11/2022; 20:08:01,21.0,20.87,257.0,259.0,132.0,15.0,1.98,7.25,459.84
02/11/2022; 20:08:07,21.0,20.87,258.0,260.0,135.0,16.0,1.98,7.25,459.84
02/11/2022; 20:08:13,21.0,20.87,257.0,259.0,134.0,16.0,1.98,7.25,459.84
02/11/2022; 20:08:19,21.0,20.87,257.0,261.0,133.0,15.0,1.98,7.25,459.84
02/11/2022; 20:08:25,21.0,20.87,257.0,258.0,134.0,15.0,1.98,7.25,459.84
